period,region,sku,sales amount,pandemic
12/1/2019,Sulawesi,sku6543,9835.4,0
1/1/2020,Sulawesi,sku6543,10833.9,0
2/1/2020,Sulawesi,sku6543,10166.8,0
3/1/2020,Sulawesi,sku6543,10411.8,0
4/1/2020,Sulawesi,sku6543,8022.9,1
5/1/2020,Sulawesi,sku6543,5474.8,1
6/1/2020,Sulawesi,sku6543,6368.9,1
7/1/2020,Sulawesi,sku6543,7490,1
8/1/2020,Sulawesi,sku6543,7519.4,1
9/1/2020,Sulawesi,sku6543,7626.4,1
10/1/2020,Sulawesi,sku6543,7543.2,1
11/1/2020,Sulawesi,sku6543,7898.6,1
12/1/2020,Sulawesi,sku6543,8208.4,1
1/1/2021,Sulawesi,sku6543,9036,1
2/1/2021,Sulawesi,sku6543,7325.6,1
3/1/2021,Sulawesi,sku6543,8719.9,1
4/1/2021,Sulawesi,sku6543,9335.7,1
5/1/2021,Sulawesi,sku6543,9169.9,1
6/1/2021,Sulawesi,sku6543,10069.3,1
7/1/2021,Sulawesi,sku6543,9622.1,1
8/1/2021,Sulawesi,sku6543,10289.8,1
9/1/2021,Sulawesi,sku6543,10108.1,1
10/1/2021,Sulawesi,sku6543,11367.5,1
11/1/2021,Sulawesi,sku6543,11290.1,1
12/1/2021,Sulawesi,sku6543,11610.7,1
1/1/2022,Sulawesi,sku6543,12311.9,1
1/1/2019,Sulawesi,sku43,2350.9,0
2/1/2019,Sulawesi,sku43,2344.9,0
3/1/2019,Sulawesi,sku43,2969.1,0
4/1/2019,Sulawesi,sku43,3034.7,0
5/1/2019,Sulawesi,sku43,3378.9,0
6/1/2019,Sulawesi,sku43,2338.3,0
7/1/2019,Sulawesi,sku43,2196.8,0
8/1/2019,Sulawesi,sku43,2295.2,0
9/1/2019,Sulawesi,sku43,2504.6,0
10/1/2019,Sulawesi,sku43,2546.2,0
11/1/2019,Sulawesi,sku43,2328.7,0
12/1/2019,Sulawesi,sku43,2369.7,0
1/1/2020,Sulawesi,sku43,2639.7,0
2/1/2020,Sulawesi,sku43,2573.7,0
3/1/2020,Sulawesi,sku43,2422.9,0
4/1/2020,Sulawesi,sku43,2065.4,1
5/1/2020,Sulawesi,sku43,2086.7,1
6/1/2020,Sulawesi,sku43,1853.3,1
7/1/2020,Sulawesi,sku43,1596.3,1
8/1/2020,Sulawesi,sku43,1757.8,1
9/1/2020,Sulawesi,sku43,1976.7,1
10/1/2020,Sulawesi,sku43,2160.5,1
11/1/2020,Sulawesi,sku43,2140.6,1
12/1/2020,Sulawesi,sku43,2322.7,1
1/1/2021,Sulawesi,sku43,2544.7,1
2/1/2021,Sulawesi,sku43,2506.9,1
3/1/2021,Sulawesi,sku43,2869.4,1
4/1/2021,Sulawesi,sku43,2916.2,1
5/1/2021,Sulawesi,sku43,3027.4,1
6/1/2021,Sulawesi,sku43,3085.1,1
7/1/2021,Sulawesi,sku43,3360.6,1
8/1/2021,Sulawesi,sku43,3725.4,1
9/1/2021,Sulawesi,sku43,3895.2,1
10/1/2021,Sulawesi,sku43,4869.8,1
11/1/2021,Sulawesi,sku43,5599.3,1
12/1/2021,Sulawesi,sku43,5762.2,1
1/1/2022,Sulawesi,sku43,6369.1,1
1/1/2019,Sulawesi,sku788,2516.7,0
2/1/2019,Sulawesi,sku788,4504.6,0
3/1/2019,Sulawesi,sku788,3563.5,0
4/1/2019,Sulawesi,sku788,2877,0
5/1/2019,Sulawesi,sku788,3049.7,0
6/1/2019,Sulawesi,sku788,2586.9,0
7/1/2019,Sulawesi,sku788,3758.7,0
8/1/2019,Sulawesi,sku788,4007.4,0
9/1/2019,Sulawesi,sku788,2271.4,0
10/1/2019,Sulawesi,sku788,2571.3,0
11/1/2019,Sulawesi,sku788,1822.8,0
12/1/2019,Sulawesi,sku788,1858.8,0
1/1/2020,Sulawesi,sku788,1048,0
2/1/2020,Sulawesi,sku788,979.2,0
3/1/2020,Sulawesi,sku788,901.1,0
4/1/2020,Sulawesi,sku788,697.1,1
5/1/2020,Sulawesi,sku788,480.4,1
6/1/2020,Sulawesi,sku788,317.3,1
7/1/2020,Sulawesi,sku788,1389.7,1
8/1/2020,Sulawesi,sku788,1017.2,1
9/1/2020,Sulawesi,sku788,310.9,1
10/1/2020,Sulawesi,sku788,320.7,1
11/1/2020,Sulawesi,sku788,489.3,1
12/1/2020,Sulawesi,sku788,559.4,1
1/1/2021,Sulawesi,sku788,751.3,1
2/1/2021,Sulawesi,sku788,1096.9,1
3/1/2021,Sulawesi,sku788,1292.3,1
4/1/2021,Sulawesi,sku788,1556,1
5/1/2021,Sulawesi,sku788,1556.6,1
6/1/2021,Sulawesi,sku788,2076.3,1
7/1/2021,Sulawesi,sku788,1846.6,1
8/1/2021,Sulawesi,sku788,1580.5,1
9/1/2021,Sulawesi,sku788,1814.5,1
10/1/2021,Sulawesi,sku788,2351.3,1
11/1/2021,Sulawesi,sku788,2522.8,1
12/1/2021,Sulawesi,sku788,2950.2,1
1/1/2022,Sulawesi,sku788,3217.4,1
1/1/2019,Sulawesi,sku6544,703.8,0
2/1/2019,Sulawesi,sku6544,622.6,0
3/1/2019,Sulawesi,sku6544,792.8,0
4/1/2019,Sulawesi,sku6544,750.1,0
5/1/2019,Sulawesi,sku6544,604.2,0
6/1/2019,Sulawesi,sku6544,388.4,0
7/1/2019,Sulawesi,sku6544,608.3,0
8/1/2019,Sulawesi,sku6544,333.3,0
9/1/2019,Sulawesi,sku6544,780.1,0
10/1/2019,Sulawesi,sku6544,978.9,0
11/1/2019,Sulawesi,sku6544,1040.7,0
12/1/2019,Sulawesi,sku6544,1002.6,0
1/1/2020,Sulawesi,sku6544,862.1,0
2/1/2020,Sulawesi,sku6544,993.6,0
3/1/2020,Sulawesi,sku6544,1312,0
4/1/2020,Sulawesi,sku6544,1182.8,1
5/1/2020,Sulawesi,sku6544,1123.7,1
6/1/2020,Sulawesi,sku6544,924.1,1
7/1/2020,Sulawesi,sku6544,1305.8,1
8/1/2020,Sulawesi,sku6544,888.8,1
9/1/2020,Sulawesi,sku6544,757.8,1
10/1/2020,Sulawesi,sku6544,828.9,1
11/1/2020,Sulawesi,sku6544,818.5,1
12/1/2020,Sulawesi,sku6544,1178.8,1
1/1/2021,Sulawesi,sku6544,1364.1,1
2/1/2021,Sulawesi,sku6544,815.6,1
3/1/2021,Sulawesi,sku6544,1749.6,1
4/1/2021,Sulawesi,sku6544,806.6,1
5/1/2021,Sulawesi,sku6544,1242.4,1
6/1/2021,Sulawesi,sku6544,1060.9,1
7/1/2021,Sulawesi,sku6544,1252.1,1
8/1/2021,Sulawesi,sku6544,1831.9,1
9/1/2021,Sulawesi,sku6544,2047.1,1
10/1/2021,Sulawesi,sku6544,1690,1
11/1/2021,Sulawesi,sku6544,1865.8,1
12/1/2021,Sulawesi,sku6544,2295.9,1
1/1/2022,Sulawesi,sku6544,2219.9,1
